feature	importance
epha4	0.00031578445828103806
hsdl2	0.00031573396238533305
tef	0.00031524445662257575
ces3	0.0003147164774373186
ccl11	0.00031464252189776303
gfra2	0.00031438682400648283
ecm1	0.00031435508200882713
pi16	0.0003142128464797223
chgb	0.00031320213792912326
nrn1	0.00031318732767428124
ctla4	0.00031315518130539536
ccl18	0.00031271884795048145
il1rl1	0.00031266262392405544
enpp7	0.00031241386454394494
sema4c	0.00031232613940400015
ppp1r14d	0.0003122640891175113
brd3	0.00031185124531777996
itgax	0.0003113461522596777
aspn	0.00031131488591994405
pla2g1b	0.00031130535627909184
layn	0.0003112072053513122
col3a1	0.0003111477732229822
omg	0.000310944580033537
il17f	0.0003109163655499156
stc1	0.0003106812952594259
aldh2	0.0003103961574200281
scp2	0.0003102859692821965
milr1	0.0003102244991669564
klk11	0.00030980937327086975
efnb2	0.0003097101027411124
c4bpb	0.00030969689857433607
myom3	0.0003095980946827778
lilra6	0.00030935829204658817
il22ra1	0.00030932213576326576
trem2	0.00030923359878464433
stx1b	0.00030919363614906434
pde1c	0.0003090506971863392
magea3	0.00030887818397819195
glyr1	0.0003088629282037154
gamt	0.00030853409570940206
mst1	0.00030839944550146693
asgr1	0.0003083990534678067
pcsk9	0.0003083738048677683
sult2a1	0.00030814010014779835
pxn	0.000307915647867591
hs6st1	0.00030786421787746984
cinp	0.0003077824624604361
adgrg1	0.00030757150122402374
brk1	0.0003075482480463885
clec7a	0.00030739405333922773
il15	0.0003073008820191834
cpb2	0.000307243343347727
gpr37	0.00030722726243747467
ntf3	0.0003068750708220907
serpina7	0.000306794329911896
ada	0.00030665627949878624
lgals3bp	0.0003063028949149091
msr1	0.0003062566291249678
rab3gap1	0.00030612558861373076
calb1	0.0003060582493750256
lta	0.0003056089543582937
abca2	0.00030557047526929047
gpc5	0.0003055162844275679
grin2b	0.00030548961801990114
nptx1	0.000305442288199897
cgb3_cgb5_cgb8	0.0003053955320942429
spag1	0.00030529717873948524
chga	0.0003051660936314457
dnaja4	0.0003048143986024903
gpnmb	0.00030438118592423374
il6	0.000304246930290053
shh	0.00030419819869264496
igfbpl1	0.0003039823032615331
fen1	0.0003039362255269074
vgf	0.00030392907031421353
ifit1	0.00030375403806029796
ptprf	0.0003033052244506858
tnfrsf11b	0.0003032619865588667
spaca5_spaca5b	0.0003032585045842862
entpd2	0.0003031789275493865
clec4a	0.0003028901753596333
il1a	0.00030287095278231084
siglec7	0.0003027953979965849
ly96	0.0003027428120560371
ncam2	0.00030264560636089486
fcer1a	0.0003019767502220181
clps	0.00030192067531593345
c1s	0.0003018660987761835
ebi3_il27	0.00030183006548813244
cd99l2	0.0003017615393126879
atp6ap2	0.0003017480985002564
nell2	0.000301737938958982
csf2	0.00030164310047854024
stx5	0.00030147870073766336
septin3	0.00030143447994101364
rnf43	0.0003012665094820362
septin7	0.00030119430273093463
ccne1	0.0003009890236398812
gsta1	0.0003008731775647706
ly6d	0.00030083614127523746
eif1ax	0.0003006201724046664
metap1	0.00030060373328857454
naaa	0.00030056420402521997
calb2	0.0003005420897959074
ifng	0.0003003806658092245
chek2	0.00030035212150492937
plau	0.00030024414546488094
ptprs	0.0002998422693803691
gh2	0.0002997916627619436
sirpb1	0.0002997424023344988
maea	0.0002995861967328432
igfbp3	0.00029950785136552654
rgs8	0.00029940385307192767
nrp1	0.0002993899823100056
lilrb4	0.00029928741739576777
hk2	0.00029924836925833995
ca8	0.000299093437054926
nt5c1a	0.0002990751931401581
myl3	0.00029904735657341444
matn3	0.00029904206173055574
klk13	0.0002989524322044613
il31	0.00029876258551990957
tnxb	0.00029869660696265493
slc51b	0.0002986503015994918
bcam	0.0002984349467733504
kcnc4	0.00029840272733131043
btn2a1	0.0002983818104671044
fgf16	0.0002983481879665453
tjp3	0.00029829842556740603
lrrc38	0.0002982460355644501
ankra2	0.00029822136618340417
sit1	0.00029794729114537
sparcl1	0.00029756934588041824
gprc5c	0.00029744413951074547
il6r	0.0002974327462609493
casp4	0.00029742576996685
art3	0.0002973011896108052
thop1	0.00029728994141366225
rab6b	0.00029706243065088925
insl3	0.00029695607849859507
